   0.0000000000000000        3.0229028545477612E-004   6.0457228333712898E-004   9.0680437547788369E-004   1.2090616012670843E-003
   1.6666666666666668E-003   6.0457228369339261E-004   1.2090782685164568E-003   1.8133850176303020E-003   2.4175928683095134E-003
   3.3333333333333335E-003   9.0683770772688216E-004   1.8134516646505332E-003   2.7195182483330813E-003   3.6250636995261011E-003
   5.0000000000000001E-003   1.2090782710206553E-003   2.4176261953917887E-003   3.6249804998506325E-003   4.8309444584577260E-003
   6.6666666666666671E-003   1.5112856877216737E-003   3.0215356062004844E-003   4.5295483699961973E-003   6.0347062061033218E-003
   8.3333333333333332E-003   1.8134516728856049E-003   3.6251136716102662E-003   5.4329986772512487E-003   7.2358209329299325E-003
   1.0000000000000000E-002   2.1155679427039527E-003   4.2282942024905344E-003   6.3351085158304486E-003   8.4337617904750826E-003
   1.1666666666666667E-002   2.4176262147311543E-003   4.8310110533048255E-003   7.2356553106785746E-003   9.6280033224398522E-003
   1.3333333333333334E-002   2.7196182081116434E-003   5.4331981293644152E-003   8.1344168723858426E-003   1.0818021695171313E-002
   1.5000000000000001E-002   3.0215356438068664E-003   6.0347893940763475E-003   9.0311714520080796E-003   1.2003294927433213E-002
   1.6666666666666666E-002   3.3233702448222519E-003   6.6357188761850885E-003   9.9256977957782339E-003   1.3183303119364130E-002
   1.8333333333333333E-002   3.6251137364341200E-003   7.2359206770070180E-003   1.0817775199695697E-002   1.4357528680522669E-002
   2.0000000000000000E-002   3.9267578464165344E-003   7.8353289776569596E-003   1.1707183563979989E-002   1.5525456556919665E-002
   2.1666666666666667E-002   4.2282943052680821E-003   8.4338780462659690E-003   1.2593703447375364E-002   1.6686574456937827E-002
   2.3333333333333334E-002   4.5297148464385805E-003   9.0315022451895634E-003   1.3477116121292945E-002   1.7840373076039709E-002
   2.5000000000000001E-002   4.8310112065557036E-003   9.6281360382056407E-003   1.4357203623777024E-002   1.8986346320165430E-002
   2.6666666666666668E-002   5.1321751256515162E-003   1.0223713997701256E-002   1.5233748813282200E-002   2.0123991527722210E-002
   2.8333333333333335E-002   5.4331983473889251E-003   1.0818170811847490E-002   1.6106535422248127E-002   2.1252809690068288E-002
   3.0000000000000002E-002   5.7340726192880217E-003   1.1411441291761647E-002   1.6975348110458584E-002   2.2372305670394530E-002
   3.1666666666666669E-002   6.0347896929523201E-003   1.2003460378655927E-002   1.7839972518171793E-002   2.3481988420907748E-002
   3.3333333333333333E-002   6.3353413242948865E-003   1.2594163150971869E-002   1.8700195319008784E-002   2.4581371198220427E-002
