0.392699081698724139E+00  0.100318291769922485E+01  0.668788611799483235E+00  0.609558977358814769E+01  0.533852530580416662E+01  0.178287993079706588E+02  0.170672179814881702E+02
0.196349540849362070E+00  0.501589545422746586E+00  0.334393030281830761E+00  0.413993480277278980E+01  0.348806321180581058E+01  0.158032058065101353E+02  0.151292842284616853E+02
0.981747704246810349E-01  0.250792859284508118E+00  0.167195239523004968E+00  0.248929794131832338E+01  0.193909905347164013E+01  0.139061022082164829E+02  0.132750105978903257E+02
0.490873852123405174E-01  0.125394516215388219E+00  0.835963441435922938E-01  0.131304077168243616E+01  0.920968447775280197E+00  0.120725562736118270E+02  0.114626505511820067E+02
0.245436926061702587E-01  0.626953446808280468E-01  0.417968964538855126E-01  0.658557556170219272E+00  0.440409883637615351E+00  0.102709105255083113E+02  0.967163819857886686E+01
0.122718463030851294E-01  0.313457589135484049E-01  0.208971726090321219E-01  0.329261114015277911E+00  0.219509032601770571E+00  0.848641896016649255E+01  0.789286469415761438E+01
0.613592315154256468E-02  0.156709660299085840E-01  0.104473106866054266E-01  0.164610458055301834E+00  0.109740305373454916E+00  0.671547336436381315E+01  0.612643442153464690E+01
0.306796157577128234E-02  0.783356958808845150E-02  0.522237972539230100E-02  0.822851300705451649E-01  0.548567533804256158E-01  0.497078710543575397E+01  0.439050127489813846E+01
0.153398078788564117E-02  0.391487136717838524E-02  0.260991424478529410E-02  0.411224660781659423E-01  0.274149773855167922E-01  0.331081799753166806E+01  0.275877121733537933E+01
0.766990393942820585E-03  0.195552225672379620E-02  0.130368150448223474E-02  0.205411340819914301E-01  0.136940893880659331E-01  0.190466327413521341E+01  0.143722128877481126E+01
0.383495196971410292E-03  0.975847701496057596E-03  0.650565134330705064E-03  0.102504680838890749E-01  0.683364538932629273E-02  0.975725010822678485E+00  0.667355178823555661E+00
0.191747598485705146E-03  0.486010423881744202E-03  0.324006949254496135E-03  0.510513508483256828E-02  0.340342338997245974E-02  0.486253328865124956E+00  0.324372357317699311E+00
0.958737992428525731E-04  0.241091785075475684E-03  0.160727856716391670E-03  0.253246858533451302E-02  0.168831239028222058E-02  0.241212340982311702E+00  0.160808267459731979E+00
0.479368996214262866E-04  0.118632465671453247E-03  0.790883104473394383E-04  0.124613533558637357E-02  0.830756890398021142E-03  0.118691786822889611E+00  0.791278578748482175E-01
0.239684498107131433E-04  0.574028059698861171E-04  0.382685373132574114E-04  0.602968710641249572E-03  0.401979140571384619E-03  0.574315097683175679E-01  0.382876731885133381E-01
0.119842249053565716E-04  0.267879761191025523E-04  0.178586507457723087E-04  0.281385398301026157E-03  0.187590265555925839E-03  0.268013712105563684E-01  0.178675807963699640E-01
0.599211245267828582E-05  0.114805611941548591E-04  0.765370746247384659E-05  0.120593742089170064E-03  0.803958280695127314E-04  0.114863019056095084E-01  0.765753457567086571E-02
0.299605622633914291E-05  0.382685373168101250E-05  0.255123582082461553E-05  0.401979138189290097E-04  0.267986093245298207E-04  0.382876731725900754E-02  0.255251155964941745E-02
0.149802811316957146E-05  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00
