       10000   988.57443565331050        89.468534608199036     
       20000   944.37402924038486        64.463845784329266     
       30000   944.18846823311117        49.618917011655888     
       40000   920.62008596212604        40.843857832411125     
       50000   960.55176242665527        40.183912406883522     
       60000   965.20810743147513        38.937490130299928     
       70000   959.37989121087082        35.665420477075770     
       80000   1088.2250917456815        100.16145719804842     
       90000   1071.7104749359539        90.306501500146766     
      100000   1061.5878446985489        82.274792750897220     
      110000   1066.5903001813790        75.713961672724110     
      120000   1042.1760892804346        69.695888243896235     
      130000   1049.8798841640207        65.189923797246522     
      140000   1046.6199628270831        60.980777381980971     
      150000   1051.3019717908144        58.543305731205791     
      160000   1036.3960796089682        55.046945116379860     
      170000   1063.3353276426826        60.007823709320405     
      180000   1057.8794055076348        56.932757447481563     
      190000   1046.4892173404053        54.094736533273966     
      200000   1085.4459058668560        60.586604991288254     
      210000   1076.1752185620533        57.815383156524291     
      220000   1073.3947516382677        55.449886698272884     
      230000   1078.3861265839414        53.587418821009145     
      240000   1069.0559098492697        51.462050653132920     
      250000   1061.9992521030092        49.460088181995687     
      260000   1060.3940291963092        47.745406773173443     
      270000   1075.2620846614452        47.467185195880582     
      280000   1066.6158492008660        45.839144803955698     
      290000   1060.3369227475432        44.456135848862253     
      300000   1055.1011939695620        43.093303834008154     
      310000   1060.8129736962587        42.180930138690130     
      320000   1055.9919052945916        40.939248218685535     
      330000   1059.9417574104464        40.772653789328523     
